Persubj,Perpart,Period,Subject,MyPartner,Agent,Theta,Applet,Inv,InvOther,Disclose,DiscOther,TypeOther,ThetaOther,ProbType,ProbBarrel,Outcome,Retain,myRetention
P17-s1,P17-s18,17,1,18,1,0,0,0,2,2,1,0,0,0,0,0,0,0
P17-s2,P17-s12,17,2,12,1,0,0,0,2,1,1,0,0,0,0,0,0,0
P17-s3,P17-s10,17,3,10,1,0,0,0,2,1,1,1,1,0,0,0,0,0
P17-s4,P17-s16,17,4,16,1,1,0,0,2,1,2,0,0,0,0,0,0,1
P17-s5,P17-s11,17,5,11,1,0,0,0,2,1,2,0,1,0,0,0,0,0
P17-s6,P17-s13,17,6,13,1,0,0,0,2,2,1,0,0,0,0,0,0,0
P17-s7,P17-s17,17,7,17,1,0,0,0,2,2,1,0,0,0,0,0,0,0
P17-s8,P17-s15,17,8,15,1,1,0,0,2,2,1,1,1,0,0,0,0,1
P17-s9,P17-s14,17,9,14,1,0,0,0,2,2,1,1,1,0,0,0,0,0
P17-s10,P17-s3,17,10,3,0,1,1,2,0,1,1,0,0,0.4,0.4,1,0,0
P17-s11,P17-s5,17,11,5,0,1,0,2,0,2,1,0,0,0.4,0.4,2,0,0
P17-s12,P17-s2,17,12,2,0,0,0,2,0,1,1,0,0,0.4,0.4,1,0,0
P17-s13,P17-s6,17,13,6,0,0,0,2,0,1,2,0,0,0.8,0.2,1,0,0
P17-s14,P17-s9,17,14,9,0,1,1,2,0,1,2,0,0,0.8,0.2,1,0,0
P17-s15,P17-s8,17,15,8,0,1,1,2,0,1,2,0,1,0.8,0.2,2,1,0
P17-s16,P17-s4,17,16,4,0,0,0,2,0,2,1,0,1,0.4,0.4,2,1,0
P17-s17,P17-s7,17,17,7,0,0,0,2,0,1,2,0,0,0.8,0.2,2,0,0
P17-s18,P17-s1,17,18,1,0,0,0,2,0,1,2,0,0,0.8,0.2,2,0,0
P18-s1,P18-s16,18,1,16,0,1,0,2,0,1,2,0,0,0.8,0.2,1,0,0
P18-s2,P18-s12,18,2,12,0,0,0,2,0,1,2,1,1,0.8,0.2,1,1,0
P18-s3,P18-s10,18,3,10,0,0,0,2,0,1,2,0,1,0.8,0.2,2,1,0
P18-s4,P18-s15,18,4,15,0,1,0,2,0,1,1,1,1,0.4,0.4,2,1,0
P18-s5,P18-s14,18,5,14,0,1,0,1,0,1,2,0,0,0.2,0.3,2,0,0
P18-s6,P18-s13,18,6,13,0,0,0,2,0,2,1,0,0,0.4,0.4,1,0,0
P18-s7,P18-s11,18,7,11,0,1,1,2,0,1,1,0,0,0.4,0.4,3,1,0
P18-s8,P18-s17,18,8,17,0,1,1,2,0,2,1,0,1,0.4,0.4,1,0,0
P18-s9,P18-s18,18,9,18,0,1,0,1,0,1,2,0,0,0.2,0.3,2,0,0
P18-s10,P18-s3,18,10,3,1,1,0,0,2,2,1,0,0,0,0,0,0,1
P18-s11,P18-s7,18,11,7,1,0,0,0,2,1,1,1,1,0,0,0,0,1
P18-s12,P18-s2,18,12,2,1,1,1,0,2,2,1,0,0,0,0,0,0,1
P18-s13,P18-s6,18,13,6,1,0,0,0,2,1,2,0,0,0,0,0,0,0
P18-s14,P18-s5,18,14,5,1,0,0,0,1,2,1,0,1,0,0,0,0,0
P18-s15,P18-s4,18,15,4,1,1,1,0,2,1,1,0,1,0,0,0,0,1
P18-s16,P18-s1,18,16,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0
P18-s17,P18-s8,18,17,8,1,1,0,0,2,1,2,1,1,0,0,0,0,0
P18-s18,P18-s9,18,18,9,1,0,0,0,1,2,1,0,1,0,0,0,0,0
P19-s1,P19-s12,19,1,12,1,0,0,0,1,1,1,0,0,0,0,0,0,1
P19-s2,P19-s14,19,2,14,1,0,0,0,2,2,2,0,0,0,0,0,0,0
P19-s3,P19-s11,19,3,11,1,0,0,0,2,2,1,0,0,0,0,0,0,0
P19-s4,P19-s16,19,4,16,1,0,0,0,2,1,2,0,1,0,0,0,0,0
P19-s5,P19-s13,19,5,13,1,1,1,0,2,2,1,0,0,0,0,0,0,1
P19-s6,P19-s18,19,6,18,1,1,0,0,2,1,2,0,0,0,0,0,0,1
P19-s7,P19-s17,19,7,17,1,0,0,0,2,2,1,0,0,0,0,0,0,0
P19-s8,P19-s15,19,8,15,1,1,0,0,2,1,2,0,0,0,0,0,0,0
P19-s9,P19-s10,19,9,10,1,1,1,0,2,1,2,0,0,0,0,0,0,1
P19-s10,P19-s9,19,10,9,0,0,0,2,0,2,1,1,1,0.4,0.4,1,1,0
P19-s11,P19-s3,19,11,3,0,0,0,2,0,1,2,0,0,0.8,0.2,1,0,0
P19-s12,P19-s1,19,12,1,0,0,0,1,0,1,1,0,0,0.1,0.2,2,1,0
P19-s13,P19-s5,19,13,5,0,0,0,2,0,1,2,1,1,0.8,0.2,1,1,0
P19-s14,P19-s2,19,14,2,0,0,0,2,0,2,2,0,0,0.8,0.2,1,0,0
P19-s15,P19-s8,19,15,8,0,0,0,2,0,2,1,0,1,0.4,0.4,3,0,0
P19-s16,P19-s4,19,16,4,0,1,0,2,0,2,1,0,0,0.4,0.4,2,0,0
P19-s17,P19-s7,19,17,7,0,0,0,2,0,1,2,0,0,0.8,0.2,1,0,0
P19-s18,P19-s6,19,18,6,0,0,0,2,0,2,1,0,1,0.4,0.4,3,1,0
P20-s1,P20-s18,20,1,18,0,0,0,2,0,1,1,1,1,0.4,0.4,1,1,0
P20-s2,P20-s11,20,2,11,0,0,0,2,0,2,1,0,0,0.4,0.4,2,0,0
P20-s3,P20-s17,20,3,17,0,1,1,2,0,2,1,0,0,0.4,0.4,3,1,0
P20-s4,P20-s15,20,4,15,0,1,1,2,0,2,1,1,1,0.4,0.4,2,1,0
P20-s5,P20-s13,20,5,13,0,0,0,1,0,1,1,0,1,0.1,0.2,3,1,0
P20-s6,P20-s16,20,6,16,0,1,1,1,0,1,2,1,1,0.2,0.3,2,1,0
P20-s7,P20-s12,20,7,12,0,1,0,1,0,2,2,0,1,0.2,0.3,1,0,0
P20-s8,P20-s14,20,8,14,0,0,0,2,0,2,2,1,1,0.8,0.2,1,1,0
P20-s9,P20-s10,20,9,10,0,0,0,2,0,1,1,0,0,0.4,0.4,2,1,0
P20-s10,P20-s9,20,10,9,1,0,0,0,2,1,1,0,0,0,0,0,0,1
P20-s11,P20-s2,20,11,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0
P20-s12,P20-s7,20,12,7,1,1,0,0,1,2,2,0,1,0,0,0,0,0
P20-s13,P20-s5,20,13,5,1,1,0,0,1,1,1,0,0,0,0,0,0,1
P20-s14,P20-s8,20,14,8,1,1,1,0,2,2,2,0,0,0,0,0,0,1
P20-s15,P20-s4,20,15,4,1,1,1,0,2,1,2,1,1,0,0,0,0,1
P20-s16,P20-s6,20,16,6,1,1,1,0,1,2,1,1,1,0,0,0,0,1
P20-s17,P20-s3,20,17,3,1,0,0,0,2,1,2,1,1,0,0,0,0,1
P20-s18,P20-s1,20,18,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1

